,X,X._AnswerID,ResumeCode,Start,Dateandtime,Participationstatus,age,rela_status,sex,sex_oritation,length,hex01,hex02,hex03,hex04,hex05,hex06,hex07,hex08,hex09,hex10,hex11,hex12,hex13,hex14,hex15,hex16,hex17,hex18,hex19,hex20,Disagree,hex21,hex22,hex23,hex24,hex25,hex26,hex27,hex28,hex29,hex30,hex31,hex32,hex33,hex34,hex35,hex36,hex37,hex38,hex39,hex40,hex41,hex42,hex43,hex44,hex45,hex46,hex47,hex48,hex49,hex50,hex51,hex52,hex53,hex54,hex55,hex56,hex57,hex58,hex59,hex60,phex01,phex02,phex03,phex04,phex05,phex06,phex07,phex08,phex09,phex10,phex11,phex12,phex13,phex14,phex15,phex16,phex17,phex18,phex19,phex20,phex21,Agree,phex22,phex23,phex24,phex25,phex26,phex27,phex28,phex29,phex30,phex31,phex32,phex33,phex34,phex35,phex36,phex37,phex38,phex39,phex40,phex41,phex42,phex43,phex44,phex45,phex46,phex47,phex48,phex49,phex50,phex51,phex52,phex53,phex54,phex55,phex56,phex57,phex58,phex59,phex60,satis01,satis02,satis03,satis04,satis05,satis06,satis07,commit01,commit02,commit03,commit04,commit05,commit06,commit07,IOS,commit03r,commit04r,satis04r,satis07r,hex30r,hex12r,hex60r,hex42r,hex24r,hex48r,hex53r,hex35r,hex41r,hex59r,hex28r,hex52r,hex10r,hex46r,hex09r,hex15r,hex57r,hex21r,hex26r,hex32r,hex14r,hex20r,hex44r,hex56r,hex01r,hex31r,hex49r,hex19r,hex55r,phex30r,phex12r,phex60r,phex42r,phex24r,phex48r,phex53r,phex35r,phex41r,phex59r,phex28r,phex52r,phex10r,phex46r,phex09r,phex15r,phex57r,phex21r,phex26r,phex32r,phex14r,phex20r,phex44r,phex56r,phex01r,phex31r,phex49r,phex19r,phex55r,HH,EM,EX,AG,CO,OP,pHH,pEM,pEX,pAG,pCO,pOP,satis,commit
257,352,59852991,098a345   ,"Aug 01, 2019 22:36","Aug 01, 2019 22:50",participated and completed        ,22,In a relationship        ,Female  ,I am in a heterosexual relationship,16,4,5,2,4,5,4,3,4,2,4,5,3,5,2,2,3,4,5,3,1,2,1,4,4,2,2,3,3,3,5,3,1,3,4,2,1,4,2,4,4,4,2,2,3,1,4,4,5,2,3,5,2,4,2,4,2,2,2,1,2,1,3,2,4,4,2,3,5,5,1,1,2,4,5,4,2,5,3,2,2,4,2,4,4,2,2,3,4,5,1,2,4,1,1,4,4,3,3,5,4,5,5,5,4,3,2,4,2,3,3,2,1,3,1,4,4,1,4,1,4,4,2,5,5,5,1,4,5,2,9,9,9,1,9,7,9,3,1,9,5,4,3,3,5,4,4,4,4,5,4,4,3,2,2,2,4,4,4,5,3,3,4,5,5,4,2,5,3,3,4,2,2,4,2,4,3,2,3,1,2,5,5,5,4,5,4,5,4,2,5,2,2,4,2,3,5,4,4,5,4,4.5,2.7,3.6,4.2,3.2,2.9,2.2,4.5,4.3,2.9,4.2,4.714285714,7
258,353,59853022,b6dcc84   ,"Aug 01, 2019 22:39","Aug 01, 2019 23:01",participated and completed        ,19,In a relationship        ,Male    ,I am in a heterosexual relationship,10,2,4,4,4,3,5,2,4,1,2,4,1,5,2,3,2,1,4,2,4,2,1,4,2,1,1,4,3,3,2,1,4,2,4,2,4,5,5,4,2,2,4,1,4,1,5,4,2,1,1,1,2,3,2,5,1,4,3,2,4,1,2,5,1,2,4,5,2,5,2,4,5,1,5,2,1,3,5,5,3,4,4,4,2,4,1,1,2,1,3,4,2,4,1,4,1,2,5,5,5,1,2,2,3,3,4,2,4,5,1,1,2,4,4,2,5,2,4,2,1,1,1,5,5,5,1,5,5,2,9,9,2,1,9,8,8,4,8,9,5,4,5,5,5,5,5,5,4,2,2,2,3,3,4,2,5,3,3,5,2,4,4,2,5,2,4,2,5,4,5,4,5,5,3,5,5,4,4,4,5,3,2,2,2,4,5,4,2,4,5,4,2,2,2,4,2,5,3,4,4.9,2.4,2.8,3.6,3.2,3.7,4.7,4.4,2,2.8,3.6,3.4,4.857142857,8
259,354,59853035,36f0994   ,"Aug 01, 2019 22:39","Aug 01, 2019 22:57",participated and completed        ,18,In a relationship        ,Female  ,I am in a heterosexual relationship,7,2,5,2,1,3,4,3,2,2,2,5,2,4,1,5,3,4,4,3,2,2,1,2,5,1,2,1,2,5,5,2,4,4,4,2,1,5,2,5,3,2,4,2,3,5,4,5,5,1,2,5,4,5,1,5,1,1,2,3,1,1,3,1,2,2,2,5,5,5,2,2,5,5,3,4,4,5,3,5,5,1,2,4,5,2,1,1,5,3,5,3,2,5,1,2,1,2,1,5,4,2,3,4,5,3,4,4,1,4,1,4,2,2,5,2,4,2,5,4,2,4,5,5,5,5,1,4,5,2,9,9,1,1,9,9,9,7,9,9,5,4,4,4,5,4,5,5,5,5,2,5,1,1,4,1,4,1,4,5,5,2,5,4,1,5,4,2,4,3,5,4,1,1,1,5,5,4,4,2,2,1,1,4,5,4,2,2,4,1,5,2,5,2,1,3,1,2,1,4,4.5,4.4,2,3.3,3.9,3.2,3.2,3.1,2.9,2.7,2.8,2.8,4.714285714,8.428571429
260,356,59853048,b1949c1   ,"Aug 01, 2019 22:40","Aug 01, 2019 22:59",participated and completed        ,19,In a relationship        ,Female  ,I am in a heterosexual relationship,34,2,4,1,3,3,5,4,4,2,4,5,3,4,1,4,3,3,3,3,2,2,2,4,3,2,3,2,2,3,2,2,4,2,2,3,1,3,4,4,4,3,4,2,3,2,4,2,4,2,2,5,2,4,2,5,2,3,3,3,3,3,2,2,3,3,4,3,5,4,3,1,3,3,5,2,5,5,3,3,4,4,4,4,4,2,2,4,4,3,4,2,4,2,2,5,4,3,4,5,4,3,5,3,3,4,3,2,1,3,2,1,2,2,3,3,4,1,4,3,4,3,3,5,4,5,1,4,5,2,9,9,1,1,9,9,9,5,9,9,5,4,4,3,3,4,4,4,4,5,2,3,3,2,2,4,4,2,3,4,4,4,5,4,4,3,4,2,4,3,4,2,3,3,3,4,4,3,3,3,3,2,3,5,5,3,1,3,2,2,4,4,2,3,2,4,4,5,2,5,3.8,3.4,3,2.8,4.1,3.5,3.3,2.9,4,2.7,2.9,4.3,4.571428571,8.428571429
261,357,59853103,6dcd064   ,"Aug 01, 2019 22:44","Aug 01, 2019 23:00",participated and completed        ,32,Married/Civil Union      ,Male    ,I am in a heterosexual relationship,168,2,3,4,4,2,3,4,4,4,1,4,4,4,1,2,2,2,2,4,2,2,2,4,2,2,4,1,3,2,2,2,2,2,2,2,2,3,4,4,4,3,5,3,3,1,4,2,3,4,2,3,1,4,4,3,1,4,2,4,4,2,3,5,1,4,2,5,2,4,2,2,4,4,5,1,4,4,4,4,4,4,1,4,5,4,1,4,2,4,2,4,2,2,2,4,3,2,4,4,5,2,4,2,3,2,1,5,1,5,2,1,5,4,4,1,5,4,1,4,4,1,1,5,5,5,1,5,5,1,9,9,9,1,9,9,9,5,1,9,5,5,4,2,4,3,4,2,2,4,1,2,4,2,5,4,2,4,4,4,5,4,5,4,5,2,4,4,4,2,5,4,2,5,3,5,4,5,4,4,5,4,2,4,5,4,2,2,5,4,4,5,2,5,5,3,4,5,2,2,3,2.4,3.4,3.2,3.9,3.8,4.1,4.1,3.9,3.3,4.4,3.3,5,7.285714286
262,360,59853169,0812c40   ,"Aug 01, 2019 22:48","Aug 01, 2019 23:06",participated and completed        ,23,In a relationship        ,Female  ,I am in a heterosexual relationship,63,3,4,1,3,3,2,2,4,3,2,5,3,2,1,5,3,5,3,3,4,2,4,4,3,2,2,2,1,3,4,2,1,2,3,3,2,4,5,4,3,2,3,3,3,4,2,2,4,2,2,2,2,3,4,2,3,3,4,2,2,2,2,2,4,4,2,2,5,5,4,2,2,3,3,1,4,5,3,2,3,2,2,4,4,2,2,2,2,3,2,4,2,1,1,3,4,4,4,3,4,2,3,4,4,3,2,4,3,3,2,3,3,2,2,2,2,3,2,3,3,3,2,5,4,5,1,4,5,2,9,9,1,1,9,9,9,4,9,9,5,4,4,3,4,3,4,4,2,4,3,4,3,3,4,4,3,1,2,2,4,4,5,2,2,3,3,5,4,3,3,4,3,4,2,4,4,4,2,2,3,4,4,4,3,2,2,3,4,4,5,5,4,4,4,4,5,3,3,3,3.3,3.7,3.1,2,3.4,3.2,3.1,2.7,3.8,2.9,4,3.4,4.571428571,8.428571429
263,361,59853174,a31dd2e   ,"Aug 01, 2019 22:49","Aug 01, 2019 23:04",participated and completed        ,19,In a relationship        ,Female  ,I am in a heterosexual relationship,6,4,5,4,3,3,4,2,4,4,1,5,4,2,4,5,4,5,3,4,2,2,5,3,4,4,2,1,3,2,3,3,3,2,4,4,2,3,2,4,1,4,1,4,4,4,1,3,5,4,4,3,2,3,1,2,2,4,4,4,1,2,2,4,4,2,4,2,4,5,4,4,5,4,5,4,5,4,2,2,4,4,2,4,3,2,1,4,2,1,2,4,2,2,4,2,2,4,5,5,4,4,2,4,3,4,1,2,4,4,3,1,4,4,4,2,2,3,3,2,2,2,2,5,5,5,1,5,5,5,9,9,1,1,9,9,9,6,9,9,5,1,3,2,4,2,2,2,5,4,5,5,4,3,5,3,2,1,2,1,5,4,2,4,2,2,2,3,2,2,4,4,2,4,3,5,3,4,2,2,4,4,2,2,2,2,1,4,4,4,2,2,2,5,3,4,4,5,2,3,2.7,4.4,3.7,2.1,3.5,2.5,3.2,3.3,2.5,2.8,3.5,4,4.428571429,8.428571429
264,363,59853247,b3c48d3   ,"Aug 01, 2019 22:55","Aug 01, 2019 23:12",participated and completed        ,24,In a relationship        ,Female  ,I am in a heterosexual relationship,98,2,5,2,4,5,5,4,4,2,2,5,3,4,2,4,4,4,3,2,2,2,2,3,5,1,2,1,3,4,3,2,2,1,4,2,1,4,2,4,3,2,1,2,4,2,3,4,3,2,4,3,2,4,3,5,2,3,3,3,2,3,4,2,4,4,3,4,3,5,2,2,4,4,2,2,2,4,4,4,2,2,2,4,3,2,2,1,2,4,2,2,2,5,1,3,4,3,4,5,4,4,4,2,2,3,2,4,2,4,2,4,4,4,2,4,4,3,4,2,4,3,4,5,5,5,1,5,5,4,9,9,9,1,9,9,9,6,1,9,5,2,4,3,3,4,5,4,3,5,5,4,2,2,4,2,4,2,3,4,5,5,4,4,4,3,4,4,2,4,4,4,2,2,4,4,4,2,3,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,2,2,1,2,4,3,4,4.2,2.8,3,4.1,3.4,3.6,3.1,3.9,3.9,3.8,2.6,4.571428571,7.285714286
265,364,59853269,427af8f   ,"Aug 01, 2019 22:57","Aug 01, 2019 23:45",participated and completed        ,30,Married/Civil Union      ,Female  ,I am in a heterosexual relationship,113,2,3,4,1,5,5,5,4,4,3,5,1,3,1,4,1,3,4,3,3,2,3,2,3,3,5,1,1,5,5,2,1,1,3,3,2,4,4,5,3,2,3,2,4,3,4,3,4,2,5,5,1,5,3,3,1,2,2,2,3,1,3,5,2,2,5,3,5,5,4,3,5,3,4,3,5,2,4,3,3,3,5,4,3,3,2,4,1,2,3,3,3,1,2,3,2,1,4,5,5,2,3,2,3,3,2,1,3,5,2,3,5,3,3,2,3,1,1,3,3,3,2,4,4,4,1,4,5,3,9,9,3,1,9,9,9,5,7,9,5,3,4,5,5,4,3,4,3,4,3,3,1,1,3,3,2,2,4,3,5,5,5,3,3,4,4,5,1,3,5,3,3,4,3,4,4,4,5,4,3,3,3,3,3,2,1,3,1,5,4,3,3,4,5,3,5,3,3,5,4.1,3.8,1.9,2.7,4.2,3.9,3.4,4.1,2.7,2,4.4,4,4.142857143,8.142857143
266,365,59853295,eca9b4f   ,"Aug 01, 2019 22:59","Aug 01, 2019 23:38",participated and completed        ,18,In a relationship        ,Female  ,I am in a heterosexual relationship,9,2,2,3,3,2,4,4,3,3,2,4,2,5,1,4,4,3,3,2,3,2,4,4,4,3,4,4,2,4,2,2,3,3,4,3,2,5,5,4,4,3,3,2,5,3,3,2,4,3,1,3,3,4,4,1,1,3,2,3,3,1,3,3,2,2,4,3,5,5,5,1,3,5,1,4,5,3,5,2,3,5,5,4,4,3,4,4,4,3,4,3,5,3,2,3,4,4,2,3,4,3,5,4,3,3,4,2,4,3,4,4,3,2,3,3,3,2,4,5,4,3,4,4,4,3,1,3,4,2,4,5,9,6,5,4,3,4,1,4,5,4,4,4,5,4,3,3,2,4,3,3,2,2,4,4,3,2,4,2,2,3,5,3,3,3,4,3,5,4,5,1,1,2,3,2,2,3,2,2,3,2,3,5,2,1,1,1,1,2,4,2,1,2,2,3,3,2,3,4,3.6,3.1,3.2,3,3.1,4.4,2.1,3.1,3.4,1.9,2.8,3.1,3.857142857,3.142857143
267,366,59853299,d8d10ef   ,"Aug 01, 2019 22:58","Aug 02, 2019 00:58",participated and completed        ,20,In a relationship        ,Female  ,I am in a heterosexual relationship,11,1,3,1,1,4,4,5,2,5,2,5,5,5,2,5,4,4,5,1,5,2,4,1,5,1,5,5,2,4,4,2,1,4,4,5,1,3,5,4,4,4,2,2,5,5,4,5,5,1,1,2,4,5,2,5,2,4,2,4,1,4,3,4,4,1,4,5,3,5,4,5,4,5,4,2,5,1,1,5,4,3,5,4,2,1,1,1,2,4,4,1,1,5,2,2,1,1,3,2,2,2,1,5,2,3,1,3,5,4,1,5,2,1,5,4,5,2,4,2,1,4,5,4,4,4,2,5,5,2,7,9,6,2,9,9,9,4,4,8,4,4,4,1,2,4,5,5,4,5,4,5,2,1,4,1,1,1,4,2,1,2,4,1,1,2,5,5,5,5,4,5,1,1,4,5,5,2,5,1,2,2,1,1,1,2,1,4,1,4,4,4,3,5,2,3,1,1,2,4,3.8,4.5,2.7,2.7,2.2,4.9,3.9,2.5,1.2,2.4,3.5,2.4,4.285714286,7.285714286
268,367,59853303,90a263b   ,"Aug 01, 2019 22:59","Aug 01, 2019 23:12",participated and completed        ,33,In a relationship        ,Male    ,I am in a heterosexual relationship,120,4,2,1,1,2,4,5,2,4,3,5,5,5,1,5,4,1,2,1,2,2,2,2,2,4,5,5,1,3,1,1,1,1,1,1,1,2,5,5,3,1,4,3,5,2,2,1,2,3,1,1,2,1,2,5,1,3,5,4,4,5,1,1,2,1,2,3,5,3,3,4,5,5,5,2,1,5,5,2,2,4,2,4,3,4,2,5,5,2,3,5,1,1,1,2,5,2,2,5,4,4,4,4,1,5,2,4,1,5,2,1,2,4,5,2,3,1,2,2,4,2,5,5,5,5,2,3,5,1,9,9,1,1,9,9,9,4,9,9,4,5,5,1,1,3,2,3,4,5,2,2,3,5,3,5,2,1,1,4,1,5,5,4,4,3,2,5,5,5,5,5,1,1,5,4,4,4,4,2,4,3,1,2,5,3,5,4,4,1,5,4,2,4,4,5,5,5,4,5,2.8,2.6,2.9,1.8,3.2,4.7,3,4,3.3,3.4,3,4.9,4.571428571,8.428571429
269,368,59853304,f5b8457   ,"Aug 01, 2019 22:59","Aug 01, 2019 23:14",participated and completed        ,22,In a relationship        ,Female  ,I am in a heterosexual relationship,39,3,5,5,3,2,4,4,4,2,4,4,3,5,3,2,2,3,4,2,2,2,5,3,4,2,2,2,3,3,2,2,2,2,4,2,3,4,3,4,4,4,4,3,3,4,2,4,4,2,2,3,4,2,3,4,3,2,3,1,2,2,4,2,2,2,2,4,5,4,4,2,4,3,2,1,5,4,2,4,1,2,2,4,2,2,2,2,2,2,3,2,2,2,2,3,4,4,2,4,4,4,4,4,3,4,2,4,2,4,2,2,4,2,2,4,3,2,2,2,3,3,2,3,3,3,2,3,5,2,9,9,3,1,9,9,9,5,7,9,4,4,4,3,4,3,4,4,3,3,2,4,3,4,2,2,4,4,3,1,4,4,3,4,2,4,3,4,4,4,3,4,3,4,3,4,4,2,2,2,3,3,4,4,4,2,1,4,4,4,4,5,4,4,4,2,4,4,5,4,3.8,3.1,2.6,3.4,3.7,3.5,3.5,2.5,3.4,2.8,3.9,3.6,3.571428571,8.142857143
270,369,59853349,6fb1564   ,"Aug 01, 2019 23:02","Aug 01, 2019 23:18",participated and completed        ,26,In a domestic partnership,Female  ,I am in a heterosexual relationship,18,3,4,5,4,5,2,3,2,2,1,5,1,3,4,1,2,5,2,4,1,2,1,4,4,1,3,1,4,5,3,3,3,2,2,2,1,2,5,2,2,2,1,5,3,2,5,2,5,1,2,4,1,4,1,3,1,3,3,5,1,1,4,4,4,5,2,4,3,5,1,2,2,2,1,1,5,5,3,2,4,3,4,4,5,5,2,1,1,4,1,3,2,4,2,3,5,4,3,3,5,2,4,5,5,2,4,2,1,2,2,5,2,4,1,3,4,3,2,4,5,2,4,5,5,5,1,5,5,2,9,9,1,1,9,9,9,6,9,9,5,4,3,5,5,1,5,5,5,5,5,5,1,2,5,4,4,5,3,5,5,4,2,5,4,3,3,3,4,2,5,4,4,2,1,4,4,3,2,1,4,5,5,4,5,5,1,2,2,5,4,5,3,2,4,2,2,1,2,3,3.3,4.7,3.1,3.6,3.5,3.4,3.2,2.7,4.8,2.9,3.9,2,4.857142857,8.428571429
271,370,59853354,42d6d12   ,"Aug 01, 2019 23:02","Aug 01, 2019 23:22",participated and completed        ,20,In a relationship        ,Female  ,I am in a heterosexual relationship,14,2,3,1,1,4,2,2,5,2,4,5,1,2,2,1,3,4,2,3,4,2,2,2,4,2,2,2,5,2,3,4,5,2,3,4,1,4,5,5,4,4,3,2,3,2,2,2,5,2,2,4,5,5,1,2,2,4,2,3,2,1,5,5,3,5,1,2,4,4,2,2,1,2,1,4,2,2,3,2,3,2,4,4,5,1,2,2,1,2,2,2,4,3,4,3,5,4,3,2,4,3,4,5,4,3,4,2,2,1,4,5,4,1,1,3,2,4,1,3,4,4,2,5,4,3,3,4,3,2,7,9,5,1,6,3,5,5,5,9,3,4,2,5,5,4,4,4,5,5,3,4,4,1,2,4,4,5,4,4,4,4,4,2,4,2,4,1,4,3,4,2,4,4,2,4,2,3,2,1,2,4,5,4,4,4,4,3,2,5,2,2,4,2,5,1,3,1,3,2,3.4,4.2,2.8,3.7,3.7,3,2.7,1.7,4.2,2.7,3.7,2.2,3.714285714,5.714285714
272,371,59853363,960d61e   ,"Aug 01, 2019 23:03","Aug 01, 2019 23:18",participated and completed        ,32,Engaged                  ,Female  ,I am in a heterosexual relationship,36,2,5,1,2,3,3,4,4,2,4,5,5,4,1,4,3,4,3,2,3,2,3,2,2,2,4,3,2,4,4,2,4,3,2,3,1,2,4,4,2,3,2,2,4,4,3,4,4,1,4,4,2,4,1,4,2,3,4,2,4,2,1,1,1,2,2,4,4,1,4,2,5,3,1,4,4,1,3,5,2,4,5,4,1,1,4,2,2,1,3,2,2,2,3,1,1,1,4,2,4,1,1,2,1,4,5,1,4,2,3,4,2,2,3,2,4,2,3,4,1,5,2,3,3,3,3,2,4,4,5,5,5,1,5,5,5,5,5,9,3,2,4,1,4,4,4,5,5,5,4,2,2,2,2,2,4,2,2,3,3,3,5,3,2,3,4,2,2,4,4,4,3,4,5,2,3,4,5,4,1,3,3,4,2,2,2,2,1,4,3,2,2,1,3,5,4,2,4,4,3.4,3.8,2.3,2.3,3.6,3.6,3.8,2.9,1.9,1.4,2.3,3.2,2.857142857,5
273,372,59853364,3b0f101   ,"Aug 01, 2019 23:03","Aug 01, 2019 23:16",participated and completed        ,40,In a relationship        ,Female  ,I am in a heterosexual relationship,8,2,3,1,2,2,2,4,4,5,2,5,3,5,2,3,5,2,4,2,4,2,4,5,4,1,3,4,2,5,3,2,5,2,4,4,1,5,5,3,2,4,1,2,5,3,1,3,4,2,2,1,3,5,2,5,3,3,2,5,2,1,2,2,1,3,1,1,1,5,5,2,4,5,2,5,3,5,4,5,3,5,5,4,5,2,4,2,2,1,2,3,2,5,2,1,4,4,3,3,2,1,4,3,4,5,3,4,2,3,4,5,1,2,4,4,4,4,4,4,3,4,5,4,4,4,1,3,5,1,9,9,9,1,8,8,9,2,1,9,5,5,4,3,5,4,5,4,4,5,5,4,1,1,4,3,1,3,4,2,2,4,4,2,3,3,4,1,4,4,3,4,1,1,2,2,2,2,2,3,2,4,2,4,4,1,3,2,1,4,4,1,1,3,2,4,1,1,3,2,4.1,3.8,3.4,2.3,2.9,3.8,2.5,2.6,3.8,1.7,2.5,2.4,4.285714286,7
274,373,59853383,267bbac   ,"Aug 01, 2019 23:04","Aug 01, 2019 23:18",participated but not yet completed,27,In a domestic partnership,Female  ,I am in a heterosexual relationship,66,4,4,1,2,2,4,2,5,5,2,5,5,2,1,5,1,1,2,2,1,2,4,1,2,2,4,2,1,3,2,4,1,1,1,2,1,2,4,4,2,2,5,4,4,1,1,4,1,4,2,4,1,4,2,4,4,2,4,2,4,5,1,5,2,1,5,4,5,4,2,2,5,2,4,1,1,4,5,4,1,2,1,4,2,4,1,5,1,4,4,5,2,1,2,4,4,1,3,4,4,3,4,1,4,4,1,5,2,5,2,2,5,4,4,2,4,1,1,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,4,2,4,5,1,2,3,2,4,2,1,1,2,2,4,5,5,5,5,4,2,5,4,4,2,4,4,2,2,5,4,4,5,5,5,2,2,4,4,4,5,4,5,5,4,5,4,5,5,5,5,4,5,5,2.4,2.5,2.1,1.3,4.5,3.3,3.6,4.8,2.9,4,4.6,4.6,NA,NA
275,375,59853404,d2a4681   ,"Aug 01, 2019 23:05","Aug 01, 2019 23:20",participated and completed        ,23,In a relationship        ,Female  ,I am in a heterosexual relationship,67,4,4,3,4,3,4,4,3,1,1,4,4,4,3,4,4,5,4,2,3,2,3,3,4,3,4,2,5,4,5,4,3,2,3,4,2,2,5,4,3,4,3,3,4,2,2,2,5,4,1,2,3,4,3,4,1,2,4,4,1,4,5,1,4,4,1,5,2,5,3,4,4,5,1,1,4,3,2,2,3,4,2,4,3,3,1,1,3,3,4,2,2,4,1,2,1,2,2,3,5,2,2,3,5,3,4,2,3,4,2,3,5,2,4,2,4,3,4,4,2,2,5,4,5,5,2,3,5,2,9,9,1,1,9,9,9,4,9,9,4,4,2,2,2,3,3,2,3,4,3,5,2,2,5,4,5,2,2,3,4,4,3,3,4,4,2,3,5,4,5,4,1,1,1,5,4,4,4,3,4,2,2,2,3,3,2,2,4,3,5,5,2,2,2,1,2,3,3,3,2.8,4.1,3.6,3.1,3.5,4,2.9,3.1,2.4,2.6,3.5,2.2,4.285714286,8.428571429
276,376,59853443,c5a919b   ,"Aug 01, 2019 23:07","Aug 01, 2019 23:22",participated and completed        ,51,In a domestic partnership,Female  ,I am in a heterosexual relationship,61,2,3,4,4,3,2,2,5,1,1,4,4,4,1,4,5,2,3,3,3,2,2,4,4,2,2,4,2,3,3,2,2,1,4,4,2,3,5,5,3,3,2,1,3,2,4,1,4,1,2,2,2,2,4,5,3,4,4,5,1,4,4,2,4,4,1,4,3,5,1,1,4,5,2,2,4,3,3,2,3,2,1,4,5,2,1,1,1,2,1,1,2,3,1,5,5,3,4,5,5,5,4,3,2,2,1,5,1,5,1,2,2,4,1,5,5,1,4,1,5,2,5,4,4,4,1,4,5,2,9,9,1,1,9,9,9,5,9,9,5,4,4,2,2,5,4,5,2,4,4,5,3,4,5,5,5,2,2,4,2,5,5,3,4,2,4,4,4,3,3,4,1,1,4,5,5,1,3,3,4,5,5,5,5,5,2,5,5,5,5,4,4,5,2,2,3,4,3,5,3.5,3.5,4.2,3.2,3.6,3.4,3.5,2.7,4.6,4.2,3.9,3,4.285714286,8.428571429
277,378,59853478,497750d   ,"Aug 01, 2019 23:09","Aug 01, 2019 23:30",participated and completed        ,18,In a relationship        ,Female  ,I am in a heterosexual relationship,23,2,4,2,4,2,2,4,3,2,2,4,5,5,1,4,2,4,4,2,3,2,3,4,3,2,2,4,4,3,2,4,2,4,4,1,2,2,4,4,4,2,4,2,5,3,4,2,4,2,2,4,4,2,2,2,1,5,4,2,1,5,2,5,5,3,4,4,4,5,3,4,5,2,4,2,2,2,5,4,4,2,3,4,4,3,2,5,4,2,4,4,4,2,2,4,2,2,3,4,4,2,2,2,4,3,2,2,1,5,3,2,2,2,4,1,4,2,2,2,2,1,2,4,5,5,1,5,5,1,9,9,1,1,8,9,9,2,9,9,5,5,2,1,1,4,4,4,4,4,2,5,3,4,4,4,4,2,2,3,2,2,5,3,3,1,4,4,4,4,5,2,4,4,2,4,3,5,4,4,5,2,2,2,5,3,4,4,3,2,4,4,4,4,4,4,4,4,2,4,2.6,3.4,3,3.3,3.1,4.1,3.4,4.4,2.6,3.1,3.8,3.8,4.857142857,8.285714286
278,379,59853486,98318c1   ,"Aug 01, 2019 23:09","Aug 01, 2019 23:20",participated and completed        ,23,Engaged                  ,Female  ,I am in a heterosexual relationship,63,2,4,1,4,4,4,3,5,2,5,5,4,5,2,2,2,4,4,2,3,2,4,4,4,2,2,3,1,4,4,2,2,2,3,1,1,3,4,4,2,2,4,2,4,2,2,2,5,4,2,4,2,4,1,4,2,2,4,1,1,1,4,4,4,4,2,2,4,5,2,2,2,4,4,2,5,5,2,1,2,4,2,4,4,1,1,2,2,4,2,2,4,3,2,4,5,5,1,4,4,4,5,4,5,4,3,4,1,2,4,1,4,2,2,4,3,4,4,4,5,4,4,5,5,5,4,4,5,2,9,9,9,1,9,9,9,3,1,9,2,4,4,2,5,4,4,2,5,5,2,5,2,2,1,4,4,4,2,2,3,4,4,3,4,4,4,4,4,4,4,2,2,2,1,5,2,2,1,2,2,4,4,4,5,4,1,2,4,4,4,4,2,3,2,2,3,5,4,2,3.6,4.3,2.3,2.3,3.9,3.8,2.1,1.8,4.5,3.3,3.6,3.4,4.285714286,7.285714286
279,380,59853497,e658acf   ,"Aug 01, 2019 23:09","Aug 01, 2019 23:22",participated and completed        ,22,In a relationship        ,Female  ,I am in a heterosexual relationship,61,2,5,2,3,4,2,4,2,4,2,5,2,5,1,4,2,4,2,1,2,2,1,5,5,1,4,4,2,4,3,4,1,2,2,5,2,2,4,4,5,4,1,5,5,2,4,2,5,2,2,4,3,4,1,4,1,1,2,4,1,1,4,1,1,4,2,4,1,5,4,4,1,2,2,1,4,2,2,5,2,4,1,4,4,1,2,1,4,1,2,2,4,2,4,2,1,5,4,2,4,1,2,5,5,3,4,5,4,2,2,4,4,3,1,4,5,2,4,4,2,5,2,4,5,5,1,3,5,2,9,9,1,1,8,9,9,4,9,9,5,4,2,4,5,1,5,4,5,4,5,5,2,2,4,4,2,2,4,5,2,4,5,4,4,5,4,5,4,5,5,2,4,4,1,4,4,2,1,1,1,4,5,2,2,2,2,2,5,2,2,5,2,2,2,2,4,2,4,4,3.1,4.5,3.5,3.1,3.9,4.5,3.7,1.5,2.8,2.4,2.9,2.5,4.428571429,8.285714286
280,381,59853506,7f83294   ,"Aug 01, 2019 23:10","Aug 01, 2019 23:26",participated and completed        ,22,In a relationship        ,Female  ,I am in a heterosexual relationship,34,3,5,2,4,3,3,2,5,2,2,5,2,4,2,4,3,4,2,3,1,2,2,3,4,2,1,1,2,3,3,4,4,2,4,2,1,4,4,4,3,4,3,3,3,2,3,4,4,4,2,4,3,3,2,3,2,2,4,2,2,2,5,2,3,3,2,3,4,4,2,3,2,3,2,2,5,2,2,4,3,2,4,4,2,2,2,1,2,3,4,1,3,2,2,4,2,3,3,2,5,1,2,4,2,3,4,2,4,2,4,4,4,3,4,4,4,2,5,5,4,4,3,4,4,4,1,4,5,2,9,9,1,1,8,9,9,3,9,9,5,4,2,4,4,3,4,2,4,5,3,4,3,3,4,2,4,2,2,4,5,4,4,5,4,4,3,2,4,3,4,3,3,3,4,4,2,2,3,2,2,2,2,3,2,4,1,1,2,4,4,4,4,2,1,1,4,2,3,4,3.1,3.9,3,2.9,4.4,3,3.3,2,2.4,2.4,3.4,2.6,4.285714286,8.285714286
